"Response ID","Date submitted","Last page","Start language","Seed","Rust is important to my work or projects (1 disagree - 5 agree)","Rust will become more important in my work or projects in the future.  (1 disagree - 5 agree)","Rust will become more important to other developers and projects in the future (1 disagree - 5 agree)","I develop software using Rust","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [MacOS]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Windows]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Linux (Fedora, OpenSUSE, Ubuntu, Arch, etc)]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Other Platform]","On your primary development platform, how did you install your Rust toolchain?","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Integrated Development Environments with Language Features (syntax highlight, errors, completion, type checking)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Debugging tools (lldb, gdb)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Online Documentation (doc.rust-lang.org, docs.rs)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Offline Documentation (local) ]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Build Caching (sccache)]","Do you run, provide, distribute or deploy Rust software?","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Linux]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [MacOS]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Windows]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Rust Library - No specific target (crates.io)]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Other]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Local use only (cargo build / cargo run)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using rustup inside the builder]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using a packaged rust (dnf, zypper, apt, pacman, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Packaged for a package manager (rpm, deb, brew, msi, pkg, dmg, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Provided as a library (source, crates.io)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Other Process]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Unknown]","In your release process, how do you manage your Rust dependencies?","In your ideal workflow, how would you prefer to manager your Rust dependencies? ","How do you manage security updates in your Rust dependencies? [Security scanners (e.g. cargo audit)]","How do you manage security updates in your Rust dependencies? [Frequent update of all dependencies (e.g. cargo outdated)]","How do you manage security updates in your Rust dependencies? [Don't actively follow security issues in dependencies]","How do you manage security updates in your Rust dependencies? [Rely on external source to manage (ie distribution packaged rust libraries)]","How do you manage security updates in your Rust dependencies? [Unknown]"
"3606","","","en","392337642","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3609","","","en","58165928","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3612","","","en","738933267","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3615","","","en","62982707","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3618","1980-01-01 00:00:00","3","en","2135719974","3","5","5","Yes","Yes","No","Yes","No","rustup","5","3","4","3","1","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"3621","","","en","1276788245","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3624","1980-01-01 00:00:00","3","en","1568597203","4","4","4","Yes","No","No","Yes","No","rustup","5","3","5","2","4","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Vendoring (bundled)","Unsure","Yes","Yes","No","No","No"
"3627","1980-01-01 00:00:00","3","en","157003677","5","5","4","Yes","No","No","Yes","No","rustup","5","5","5","1","3","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"3630","","","en","1910334669","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3633","1980-01-01 00:00:00","3","en","8398525","3","5","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3636","1980-01-01 00:00:00","3","en","1572503948","1","5","5","Yes","No","No","Yes","No","rustup","1","5","5","3","1","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"3639","1980-01-01 00:00:00","3","en","1815625528","5","5","5","Yes","Yes","No","Yes","No","rustup","5","4","5","2","4","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Online download from crates.io","Unsure","No","No","Yes","No","No"
"3642","1980-01-01 00:00:00","3","en","92813170","2","2","4","No","N/A","N/A","N/A","N/A","","","","","","","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Yes","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"3645","1980-01-01 00:00:00","3","en","300545663","2","4","5","Yes","Yes","Yes","Yes","No","rustup","5","3","5","1","2","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Online download from crates.io","Unsure","No","No","Yes","No","No"
"3648","","","en","1484827536","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3651","","","en","1366351658","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3654","1980-01-01 00:00:00","3","en","260732155","4","4","4","Yes","No","Yes","Yes","No","rustup","5","5","5","1","3","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"3657","1980-01-01 00:00:00","3","en","740617047","4","5","4","Yes","Yes","No","No","No","rustup","5","5","5","1","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3660","","","en","641058607","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3663","1980-01-01 00:00:00","3","en","1878613536","5","5","5","Yes","Yes","No","Yes","No","rustup","5","5","5","1","5","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3666","1980-01-01 00:00:00","3","en","2059582826","3","4","4","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3669","1980-01-01 00:00:00","3","en","1009376891","4","5","3","Yes","Yes","No","Yes","Yes","rustup","4","4","5","3","2","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"3672","1980-01-01 00:00:00","3","en","1587813901","5","5","5","Yes","Yes","Yes","Yes","No","rustup","5","3","5","4","2","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Online download from crates.io","Vendoring (bundled)","Yes","No","No","Yes","No"
"3675","","","en","874000825","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3678","1980-01-01 00:00:00","3","en","1793094092","5","5","5","Yes","No","No","Yes","No","rustup","5","4","5","5","5","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","","","Yes","Yes","No","No","No"
"3681","","","en","1337105173","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3684","","0","en","465521392","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3687","1980-01-01 00:00:00","3","en","1505122368","5","5","5","Yes","Yes","Yes","No","No","rustup","5","5","3","1","1","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Online download from crates.io","Online download from crates.io","No","No","No","No","Yes"
"3690","","1","en","668977549","3","3","3","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3693","","","en","428506547","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3696","","","en","1916447768","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3699","1980-01-01 00:00:00","3","en","2013282710","4","3","3","Yes","Yes","No","Yes","No","rustup","5","5","5","3","5","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"3702","1980-01-01 00:00:00","3","en","1618191120","3","4","4","Yes","No","No","Yes","No","rustup","4","3","4","3","3","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3705","1980-01-01 00:00:00","3","en","419241883","5","5","5","Yes","Yes","No","Yes","No","rustup","4","3","5","2","1","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Vendoring (bundled)","Package Manager provided libraries","Yes","Yes","No","No","No"
"3708","","2","en","1109121614","2","5","5","Yes","No","No","Yes","No","rustup","5","","5","1","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3711","","","en","2091455632","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3714","","","en","449807544","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3717","1980-01-01 00:00:00","3","en","1774180190","4","4","4","Yes","No","Yes","Yes","No","rustup","5","5","5","5","5","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"3720","1980-01-01 00:00:00","3","en","1066606274","4","5","5","Yes","No","No","Yes","Yes","rustup","1","4","5","2","1","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Vendoring (bundled)","Satisfied with my existing process","Yes","No","No","No","No"
"3723","1980-01-01 00:00:00","3","en","1092216107","5","5","5","Yes","No","Yes","Yes","No","Other manual method","5","4","5","4","4","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","Online download from crates.io","Online download from crates.io","No","No","Yes","No","No"
"3726","1980-01-01 00:00:00","3","en","71700236","2","3","4","Yes","No","Yes","No","No","rustup","5","3","4","2","4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3729","1980-01-01 00:00:00","3","en","1792100126","4","5","5","Yes","No","Yes","Yes","No","rustup","5","2","5","2","4","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"3732","1980-01-01 00:00:00","3","en","397506552","1","2","1","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3735","","","en","2011264751","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3738","1980-01-01 00:00:00","3","en","695913396","5","5","5","Yes","Yes","Yes","No","No","rustup","4","3","3","2","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3741","1980-01-01 00:00:00","3","en","1446497587","1","1","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3744","","","en","1379294413","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3747","1980-01-01 00:00:00","3","en","422133631","5","5","4","Yes","Yes","No","Yes","No","rustup","5","5","5","3","5","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","Yes","No","No","No","No"
"3750","1980-01-01 00:00:00","3","en","836785352","4","5","5","Yes","No","No","Yes","No","rustup","5","5","5","2","1","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Vendoring (bundled)","Package Manager provided libraries","Yes","Yes","No","No","No"
"3753","","","en","1741672993","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3756","1980-01-01 00:00:00","3","en","1731753950","5","5","5","Yes","No","No","Yes","No","rustup","4","1","5","5","1","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Online download from crates.io","Satisfied with my existing process","No","No","Yes","No","No"
"3759","1980-01-01 00:00:00","3","en","1306589198","3","4","4","Yes","Yes","No","No","No","rustup","1","2","1","5","","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","","","N/A","N/A","N/A","N/A","N/A"
"3762","","","en","657799194","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3765","","","en","2132493717","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3768","1980-01-01 00:00:00","3","en","868834425","5","4","5","Yes","No","No","Yes","No","rustup","5","1","5","3","1","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","Online download from crates.io","Unsure","No","Yes","No","No","No"
"3771","","1","en","1053867070","5","5","5","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3774","1980-01-01 00:00:00","3","en","2112324396","4","5","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3777","1980-01-01 00:00:00","3","en","696171320","5","5","5","Yes","No","Yes","Yes","No","rustup","4","3","5","2","2","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"3780","1980-01-01 00:00:00","3","en","1086343637","4","5","5","Yes","No","No","Yes","No","rustup","5","1","4","1","1","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"3783","1980-01-01 00:00:00","3","en","2039547998","4","5","5","Yes","No","No","Yes","No","rustup","5","1","5","3","","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Unsure","Unsure","No","Yes","Yes","No","No"
"3786","1980-01-01 00:00:00","3","en","1200846722","3","3","4","Yes","No","No","Yes","No","rustup","5","2","5","1","3","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"3789","","","en","1053043987","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3792","1980-01-01 00:00:00","3","en","9653277","5","5","5","Yes","Yes","Yes","No","No","rustup","5","4","5","2","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3795","1980-01-01 00:00:00","3","en","1129066417","1","1","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3798","1980-01-01 00:00:00","3","en","1501012172","1","3","4","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3801","1980-01-01 00:00:00","3","en","1370778934","5","5","4","Yes","No","No","Yes","No","rustup","4","1","5","5","4","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"3804","1980-01-01 00:00:00","3","en","21272073","5","5","5","Yes","No","Yes","Yes","Yes","rustup","5","5","5","1","1","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","No","No","No","No","Yes"
"3807","","","en","1769310741","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3810","1980-01-01 00:00:00","3","en","1537375320","5","5","5","Yes","No","Yes","Yes","No","rustup","5","4","4","4","4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3813","","","en","493297899","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3816","1980-01-01 00:00:00","3","en","151264518","5","5","5","Yes","No","Yes","Yes","No","rustup","5","3","5","5","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"3819","1980-01-01 00:00:00","3","en","931309405","5","5","5","Yes","No","Yes","Yes","Yes","rustup","5","3","4","2","2","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"3822","","","en","1189899810","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3825","1980-01-01 00:00:00","3","en","341374937","3","5","5","Yes","No","Yes","No","No","rustup","5","5","5","5","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3828","1980-01-01 00:00:00","3","en","844240116","5","5","4","Yes","No","Yes","Yes","No","rustup","5","3","5","2","1","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","No","No","Online download from crates.io","Unsure","No","Yes","No","No","No"
"3831","1980-01-01 00:00:00","3","en","1679496986","5","5","5","Yes","No","No","Yes","No","rustup","5","2","5","1","1","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Online download from crates.io","Online download from crates.io","No","Yes","No","No","No"
"3834","","2","en","637606130","4","5","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","4","4","4","3","3","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3837","","","en","2047959979","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3840","1980-01-01 00:00:00","3","en","1104487881","5","5","5","Yes","Yes","Yes","Yes","No","rustup","1","3","1","3","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3843","1980-01-01 00:00:00","3","en","1642915793","5","5","5","Yes","No","Yes","Yes","No","rustup","4","1","5","3","5","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","","","Yes","Yes","No","No","No"
"3846","","","en","123920018","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3849","1980-01-01 00:00:00","3","en","889497227","5","5","4","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3852","1980-01-01 00:00:00","3","en","1628021734","5","5","5","Yes","Yes","No","Yes","No","rustup","5","3","5","3","5","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","","","No","No","Yes","No","No"
"3855","","","en","602074038","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3858","1980-01-01 00:00:00","3","en","2121069762","3","4","4","Yes","No","Yes","Yes","No","rustup","5","5","5","5","5","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"3861","","","en","479879281","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3864","1980-01-01 00:00:00","3","en","1205341606","5","5","5","Yes","Yes","No","Yes","Yes","rustup","5","5","5","3","1","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"3867","1980-01-01 00:00:00","3","en","931241182","5","5","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","5","","","5","","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Package Manager provided libraries","Package Manager provided libraries","No","Yes","No","No","No"
"3870","1980-01-01 00:00:00","3","en","694373817","5","5","4","Yes","Yes","Yes","Yes","No","rustup","5","3","5","1","1","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Online download from crates.io","Online download from crates.io","No","Yes","Yes","No","No"
"3873","1980-01-01 00:00:00","3","en","1364297845","5","5","5","Yes","No","No","Yes","Yes","rustup","1","4","5","2","","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Online download from crates.io","Online download from crates.io","Yes","Yes","No","No","No"
"3876","","","en","1025343825","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3879","","","en","1785629920","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3882","1980-01-01 00:00:00","3","en","95605814","3","4","4","Yes","No","Yes","Yes","No","rustup","5","3","5","2","3","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Vendoring (bundled)","Satisfied with my existing process","No","Yes","No","No","No"
"3885","1980-01-01 00:00:00","3","en","1499680854","1","2","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"3888","1980-01-01 00:00:00","3","en","351899102","5","5","5","Yes","No","No","Yes","No","rustup","5","5","5","3","","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Package Manager provided libraries","Package Manager provided libraries","Yes","No","No","No","No"
